Video ID,Title,Duration (seconds),Views,Category,Category ID,Like Rate,Comment Rate
RlfooqeZcdY,The Platform | Main Trailer | Netflix,119,12509751,恐怖/驚悚 Horror/Thriller,5,0.77,0.05
GySqnNzeCzI,Into The Fire: The Lost Daughter | Official Trailer | Netflix,111,339225,紀錄片 Documentary,6,0.9,0.23
xEmlE9Ianuo,Avatar: The Last Airbender | Final Trailer | Netflix,95,4184447,科幻/奇幻 Sci-Fi/Fantasy,4,2.05,0.0
mEEMbNS6fzY,Roald Dahl’s Matilda the Musical | Official Trailer | Netflix,143,3597166,科幻/奇幻 Sci-Fi/Fantasy,4,1.24,0.07
jsKo8nvOfck,The Shadow Strays | Official Trailer | Netflix,114,1067965,動作/冒險 Action/Adventure,3,0.92,0.09
RLimO9ydEgo,The Decameron | Official Trailer | Netflix,129,940594,劇情 Drama,1,1.06,0.1
8BFdFeOS3oM,THE MOTHER | Jennifer Lopez | Official Trailer | Netflix,151,12371774,動作/冒險 Action/Adventure,3,0.65,0.03
gJP2QblqLA0,Maestro | Official Trailer | Netflix,165,14148251,劇情 Drama,1,0.22,0.01
BOe8L69JpVI,Vivo | Official Trailer | Netflix,152,8679966,動畫 Animation,7,0.29,0.01
Fhn-jNpDQ0Y,Wyatt Earp and The Cowboy War | Official Trailer | Netflix,117,981097,紀錄片 Documentary,6,1.05,0.12
DMNjH5MlQXc,Virgin River | Official Trailer | Netflix,106,3952174,劇情 Drama,1,0.4,0.03
thA5bHMjOI4,Running Point | Official Trailer | Netflix,163,1299496,喜劇 Comedy,2,1.01,0.04
TgB7rMuxY-s,The Serpent | Official Trailer | Netflix,135,3213545,劇情 Drama,1,0.89,0.05
fXmAurh012s,Arcane | Official Trailer | Netflix,165,8170811,動畫 Animation,7,2.57,0.1
tnZOg_zCYCI,Treason | Official Trailer | Netflix,144,2122514,恐怖/驚悚 Horror/Thriller,5,1.61,0.09
pHIXtOrHF80,My Life With the Walter Boys | Official Trailer | Netflix,131,2389594,劇情 Drama,1,1.29,0.06
WEFbNZwe0I8,Starting 5 | Official Trailer | Netflix,148,1878705,紀錄片 Documentary,6,2.8,0.11
Ytc2eifpiuQ,A Family Affair | Official Trailer | Netflix,134,4383401,喜劇 Comedy,2,0.87,0.05
nRq7niwEgSM,Pedro Páramo | Official Trailer | Netflix,125,374575,劇情 Drama,1,0.68,0.06
setgvHG3w48,Fargo | Trailer | Netflix,30,2054190,劇情 Drama,1,0.3,0.01
RbIxYm3mKzI,"DON'T LOOK UP | Leonardo DiCaprio, Jennifer Lawrence | Official Trailer | Netflix",166,18523186,科幻/奇幻 Sci-Fi/Fantasy,4,1.49,0.1
-WR4rzVydFM,Garnachas: Glorious Street Food! | Official Trailer | Netflix,111,19000,紀錄片 Documentary,6,2.35,0.09
PDcDagDcwPA,The Deliverance | Lee Daniels | Official Trailer | Netflix,94,4736413,恐怖/驚悚 Horror/Thriller,5,0.43,0.06
GySqnNzeCzI,Into The Fire: The Lost Daughter | Official Trailer | Netflix,111,339249,紀錄片 Documentary,6,0.9,0.23
JNUjx7LZoiU,The Unforgivable | Sandra Bullock | Official Trailer | Netflix,155,10287791,劇情 Drama,1,1.05,0.06
omBi2KxEcRk,Code 8 Part II | Official Trailer | Netflix,123,2361145,動作/冒險 Action/Adventure,3,1.21,0.05
DMNjH5MlQXc,Virgin River | Official Trailer | Netflix,106,3952122,劇情 Drama,1,0.4,0.03
8LOx5sD1okU,Look Both Ways | Official Trailer | Netflix,153,5448703,劇情 Drama,1,1.91,0.05
LM2F56uK0fs,Murder Mystery 2 | Official Trailer | Netflix,159,16840896,動作/冒險 Action/Adventure,3,0.56,0.03
7yY6qANStNg,Formula 1: Drive to Survive - Season 6 | Official Trailer | Netflix,114,898044,紀錄片 Documentary,6,2.13,0.06
HHGIRpaFgCs,Spellbound | Official Teaser Trailer | Netflix,169,6349409,動畫 Animation,7,0.21,0.02
A1PTIxYrTVw,Along for the Ride | Official Trailer | Netflix,162,4466087,劇情 Drama,1,1.73,0.02
mwK_11zpSuA,Bank Under Siege | Official Trailer | Netflix,105,376491,劇情 Drama,1,0.57,0.02
GN_IwBptKi4,"Day Shift | Jamie Foxx, Dave Franco, and Snoop Dogg | Official Trailer | Netflix",172,9170113,動作/冒險 Action/Adventure,3,1.6,0.06
m2L-Sa_6MU0,Lift | Official Trailer | Netflix,159,34577504,動作/冒險 Action/Adventure,3,0.16,0.01
plUsLi3elDg,Rez Ball | Official Trailer | Netflix,119,4210379,劇情 Drama,1,0.35,0.02
wyEOwHrpZH4,The Gentlemen | A Guy Ritchie Series Official Trailer | Netflix,162,5697780,劇情 Drama,1,0.93,0.04
Fhn-jNpDQ0Y,Wyatt Earp and The Cowboy War | Official Trailer | Netflix,117,981411,紀錄片 Documentary,6,1.05,0.12
vFg5YGAORhU,Sweet Home 3 | Official Trailer | Netflix,123,1535749,恐怖/驚悚 Horror/Thriller,5,2.63,0.08
820j10lEAec,The Weekend Away starring Leighton Meester | Official Trailer | Netflix,136,5693909,恐怖/驚悚 Horror/Thriller,5,1.12,0.03
TuiRw0v3bAw,Spy Kids: Armageddon | Official Trailer | Netflix,145,5392605,動作/冒險 Action/Adventure,3,0.51,0.05
AUUHzyWE4m0,Everybody's Live with John Mulaney | Official Trailer | Netflix,67,66158,喜劇 Comedy,2,1.2,0.09
zdDN_mflfSY,Bird Box Barcelona | Official Trailer | Netflix,155,3297558,恐怖/驚悚 Horror/Thriller,5,0.91,0.04
I6eIox2vOiA,Hitler and the Nazis: Evil on Trial | Official Trailer | Netflix,113,1854350,紀錄片 Documentary,6,2.13,0.16
KfySe96FPr8,The Empress | Official Trailer | Netflix,119,2442213,劇情 Drama,1,1.08,0.05
705yRfs6Dbs,To The Bone | Official Trailer [HD] | Netflix,144,9426295,劇情 Drama,1,1.24,0.04
eWr2k2JCqdY,Vikings: Valhalla | Season 3 Official Trailer | Netflix,150,1874366,動作/冒險 Action/Adventure,3,1.23,0.08
AjCebKn4iic,Okja | Official Trailer [HD] | Netflix,135,9555077,劇情 Drama,1,0.73,0.07
56DuFZX9cuE,Find Me Falling | Official Trailer | Netflix,142,1939059,劇情 Drama,1,0.55,0.02
_gKXowSyfjM,Irish Wish | Official Trailer | Netflix,155,1759965,劇情 Drama,1,0.99,0.08
X-eRc9PF3TU,Set It Up | Official Trailer [HD] | Netflix,141,7679065,喜劇 Comedy,2,0.98,0.02
KS1cNkZ9o1U,Reptile | Benicio Del Toro & Justin Timberlake | Official Trailer | Netflix,161,5046418,恐怖/驚悚 Horror/Thriller,5,0.63,0.05
iM150ZWovZM,Damsel | Official Trailer | Netflix,180,14071308,科幻/奇幻 Sci-Fi/Fantasy,4,1.05,0.06
h61PbLOmyY0,HUNGER | Official Trailer | Netflix,136,4881585,劇情 Drama,1,1.07,0.04
3s0LTDhqe5A,My Octopus Teacher | Official Trailer | Netflix,148,4640646,紀錄片 Documentary,6,0.98,0.07
l3awNa95Aw8,YOU’RE NOT READY | NEXT ON NETFLIX 2025,172,5258380,劇情 Drama,1,4.42,0.22
S-tnz-GulxY,Toughest Forces on Earth | Official Trailer | Netflix,117,1757555,紀錄片 Documentary,6,2.29,0.1
QfFasuouxQI,Lift | New Year's Final Trailer | Netflix,75,4167658,動作/冒險 Action/Adventure,3,0.3,0.02
hUqvcd5QgqA,Non Negotiable | Official Trailer | Netflix,115,333257,劇情 Drama,1,0.44,0.02
L23I_XopoA0,Silverton Siege | Official Trailer | Netflix,136,5923052,恐怖/驚悚 Horror/Thriller,5,1.41,0.03
Wk5OxqtpBR4,Adolescence | Official Trailer | Netflix,148,1327524,劇情 Drama,1,1.18,0.14
8QH5hBOoz08,14 Peaks: Nothing Is Impossible | Official Trailer | Netflix,115,4199859,紀錄片 Documentary,6,2.59,0.09
ueMwVGBwqRo,Lucifer | Final Season Trailer | Netflix,155,5416809,劇情 Drama,1,3.99,0.15
Y274jZs5s7s,EXTRACTION 2 | Official Trailer | Netflix,160,15008830,動作/冒險 Action/Adventure,3,1.82,0.07
0IwTYtpRPY0,Alexander: The Making of a God | Official Trailer | Netflix,130,2952247,紀錄片 Documentary,6,1.68,0.33
aK-X2d0lJ_s,The Old Guard | Official Trailer | Netflix,175,11131135,動作/冒險 Action/Adventure,3,1.04,0.06
pDak4qLyF4Q,Society of the Snow | Official Trailer | Netflix,163,4693050,劇情 Drama,1,0.65,0.07
nWHUjuJ8zxE,Marvel's Jessica Jones | Official Trailer [HD] | Netflix,149,14335507,劇情 Drama,1,0.61,0.06
hBLS_OM6Puk,Wild Wild Country | Official Trailer [HD] | Netflix,155,7480033,紀錄片 Documentary,6,0.84,0.1
hJ1ditMDfIE,Emily in Paris: Season 4 Part 2 | Official Trailer | Netflix,150,1946707,劇情 Drama,1,1.24,0.1
vC_n_L1KGbo,Fistful of Vengeance | Official Trailer | Netflix,126,3423365,動作/冒險 Action/Adventure,3,1.26,0.06
LRDPo0CHrko,The Power of the Dog | Official Trailer | Netflix,140,4848657,劇情 Drama,1,0.44,0.04
bR_MPXTaEZw,Good Grief | Official Trailer | Netflix,164,1582661,劇情 Drama,1,1.61,0.06
TEgrH93KLgY,SWEET MAGNOLIAS | Official Trailer | Netflix,124,1781861,劇情 Drama,1,0.81,0.05
q57D6kF5B1k,The Perfection | Official Trailer [HD] | Netflix,89,4404004,恐怖/驚悚 Horror/Thriller,5,0.56,0.05
Z6koPaImHzY,Raising Dion | Official Trailer | Netflix,113,3070472,科幻/奇幻 Sci-Fi/Fantasy,4,1.37,0.12
3fzFvZToh8o,"Miraculous: Ladybug & Cat Noir, The Movie | Official Trailer | Netflix",146,3649082,動畫 Animation,7,2.66,0.0
L6P3nI6VnlY,Extraction | Official Trailer | Screenplay by JOE RUSSO Directed by SAM HARGRAVE | Netflix,183,20095962,動作/冒險 Action/Adventure,3,1.43,0.08
Z6koPaImHzY,Raising Dion | Official Trailer | Netflix,113,3070470,科幻/奇幻 Sci-Fi/Fantasy,4,1.37,0.12
3fzFvZToh8o,"Miraculous: Ladybug & Cat Noir, The Movie | Official Trailer | Netflix",146,3649082,動畫 Animation,7,2.66,0.0
hJ1ditMDfIE,Emily in Paris: Season 4 Part 2 | Official Trailer | Netflix,150,1946707,劇情 Drama,1,1.24,0.1
L6P3nI6VnlY,Extraction | Official Trailer | Screenplay by JOE RUSSO Directed by SAM HARGRAVE | Netflix,183,20095962,動作/冒險 Action/Adventure,3,1.43,0.08
PCggYIdUpyw,A Jazzman’s Blues | Official Trailer | Netflix,154,1470644,劇情 Drama,1,1.65,0.12
dfXRud1AIiw,Fate: The Winx Saga | Official Trailer | Netflix,156,3815313,科幻/奇幻 Sci-Fi/Fantasy,4,1.85,0.26
-Ao79QJNE-s,The Monkey King | Official Trailer | Netflix,146,2190101,動作/冒險 Action/Adventure,3,0.99,0.0
qeVkVI0hH0g,Woman of the Hour | Official Teaser | Netflix,132,1661614,恐怖/驚悚 Horror/Thriller,5,1.42,0.07
76Aljh0U8Hk,The Children’s Train | Official Trailer | Netflix,133,369326,劇情 Drama,1,1.03,0.05
Mmq_NVwLN_g,ME TIME | Official Trailer | Netflix,162,7717261,喜劇 Comedy,2,1.53,0.05
XuDwndGaCFo,Heart of Stone | Gal Gadot | Official Trailer | Netflix,163,20804275,動作/冒險 Action/Adventure,3,0.46,0.02
IFPovTGI8hA,Run Rabbit Run | Official Trailer | Netflix,109,3675301,恐怖/驚悚 Horror/Thriller,5,0.45,0.03
ZKE2DC7Xzog,Mighty Morphin Power Rangers: Once & Always | Official Trailer | Netflix,100,6053366,動作/冒險 Action/Adventure,3,1.86,0.0
sTJfJoaZrCw,The Imperfects | Official Trailer | Netflix,160,5197622,科幻/奇幻 Sci-Fi/Fantasy,4,1.81,0.06
TDg0m2Q3H8c,MH370: The Plane That Disappeared | Official Trailer | Netflix,124,10736549,紀錄片 Documentary,6,1.33,0.07
tQA1omPJN24,Black Summer: Season 1 | Official Trailer [HD] | Netflix,102,6553664,恐怖/驚悚 Horror/Thriller,5,1.35,0.11
6blC6bsgZmc,Martha | Official Trailer | Netflix,145,876577,紀錄片 Documentary,6,1.24,0.08
pyM3z73oMAk,365 Days: This Day | Official Trailer | Netflix,118,25193292,劇情 Drama,1,0.72,0.03
vRunUkdkK8s,ATHENA directed by Romain Gavras | Official Trailer | Netflix,154,3056270,劇情 Drama,1,0.77,0.12
bUSoEQBHtSg,Mother of the Bride | Official Trailer | Netflix,140,2964065,劇情 Drama,1,1.11,0.04
EzJJo0whbJ4,Dangerous Lies starring Camila Mendes | Official Trailer | Netflix,130,3423016,恐怖/驚悚 Horror/Thriller,5,1.29,0.07
ViKnrHjzgn4,CHUPA | Official Trailer | Netflix,141,5761471,動作/冒險 Action/Adventure,3,1.09,0.09
aYOW0z43hyQ,Carry-On | Official Teaser | Netflix,92,4889793,恐怖/驚悚 Horror/Thriller,5,0.77,0.04
Fo3yRLLrXQA,Triple Frontier | Official Trailer [HD] | Netflix,133,9000312,動作/冒險 Action/Adventure,3,0.68,0.04
-p0g9YfjJSA,Mea Culpa | Official Trailer | Netflix,140,8814073,恐怖/驚悚 Horror/Thriller,5,0.35,0.03
sY2TLiK27g4,No One Gets Out Alive | Official Trailer | Netflix,129,4271913,恐怖/驚悚 Horror/Thriller,5,0.88,0.03
zvowLTLYJN0,The 8 Show | Official Trailer | Netflix,122,1047402,恐怖/驚悚 Horror/Thriller,5,0.91,0.09
rNZ0xKaCdus,Spaceman | Official Trailer | Netflix,156,9103097,科幻/奇幻 Sci-Fi/Fantasy,4,0.95,0.08
nbrfJAAS7Qc,Devil May Cry | Official Teaser | Netflix,78,2555847,動畫 Animation,7,5.05,0.28
ZNu-G-rd4H4,Night Teeth | Official Trailer | Netflix,144,3149050,恐怖/驚悚 Horror/Thriller,5,1.52,0.06
aYOW0z43hyQ,Carry-On | Official Teaser | Netflix,92,4889798,恐怖/驚悚 Horror/Thriller,5,0.77,0.04
-p0g9YfjJSA,Mea Culpa | Official Trailer | Netflix,140,8814076,恐怖/驚悚 Horror/Thriller,5,0.35,0.03
sY2TLiK27g4,No One Gets Out Alive | Official Trailer | Netflix,129,4271922,恐怖/驚悚 Horror/Thriller,5,0.88,0.03
zvowLTLYJN0,The 8 Show | Official Trailer | Netflix,122,1047402,恐怖/驚悚 Horror/Thriller,5,0.91,0.09
ZNu-G-rd4H4,Night Teeth | Official Trailer | Netflix,144,3149048,恐怖/驚悚 Horror/Thriller,5,1.52,0.06
rNZ0xKaCdus,Spaceman | Official Trailer | Netflix,156,9103116,科幻/奇幻 Sci-Fi/Fantasy,4,0.95,0.08
nbrfJAAS7Qc,Devil May Cry | Official Teaser | Netflix,78,2555867,動畫 Animation,7,5.05,0.28
99LZwZmSoNo,Travelers | Official Trailer [HD] | Netflix,117,3848529,科幻/奇幻 Sci-Fi/Fantasy,4,0.45,0.04
0kQWAqjFJS0,The Midnight Gospel | Official Trailer | Netflix,145,3203252,科幻/奇幻 Sci-Fi/Fantasy,4,2.41,0.14
b9EkMc79ZSU,Stranger Things | Official Final Trailer | Netflix,132,13433720,科幻/奇幻 Sci-Fi/Fantasy,4,1.14,0.04
fSJM9nbcbsk,Wayward | Sneak Peek | Netflix,75,201944,恐怖/驚悚 Horror/Thriller,5,1.0,0.12
I9rnIxBjy4I,FOREVER | Official Teaser | Netflix,92,910109,劇情 Drama,1,3.77,0.14
fjVonI2oVeM,The Kissing Booth 2 | Official Sequel Trailer | Netflix,173,14820731,劇情 Drama,1,2.35,0.12
UEJuNHOd8Dw,Rebel Moon — Part Two: The Scargiver | Official Trailer | Netflix,163,10164055,科幻/奇幻 Sci-Fi/Fantasy,4,0.38,0.05
8nGcf4tBdF8,DI4RIES | Official Trailer | Netflix,127,5469959,劇情 Drama,1,1.87,0.04
sDmi4ESuqTk,Rhythm + Flow Season 2 | Official Trailer | Netflix,107,117583,紀錄片 Documentary,6,2.22,0.27
SzS8Ao0H6Co,The Witcher: Season 3 | Official Trailer | Netflix,164,13003670,科幻/奇幻 Sci-Fi/Fantasy,4,1.19,0.09
13hN2dvP5Js,Devil May Cry | Alley Fight | Sneak Peek | Netflix,86,611993,動作/冒險 Action/Adventure,3,5.12,0.46
HfSisHrUTLM,The Night Comes For Us | Official Trailer [HD] | Netflix,182,4409671,動作/冒險 Action/Adventure,3,0.79,0.07
1JLUn2DFW4w,El Camino: A Breaking Bad Movie | Official Trailer | Netflix,137,23517800,劇情 Drama,1,2.36,0.15
UyUuzCGblqc,FEAR STREET | A Film Trilogy Event | Official Trailer | Netflix,176,7977390,恐怖/驚悚 Horror/Thriller,5,0.88,0.04
nAYKaslCXPc,Godzilla Minus One | Official Trailer | Netflix,116,2278052,科幻/奇幻 Sci-Fi/Fantasy,4,1.53,0.12
tI1JGPhYBS8,Army of the Dead | Official Trailer | Netflix,183,17556689,恐怖/驚悚 Horror/Thriller,5,1.32,0.12
LXciH__hbTw,You Are So Not Invited To My Bat Mitzvah | Official Trailer | Netflix,165,2878112,喜劇 Comedy,2,0.76,0.04
fhr3MzT6exg,Rebel Moon - Part One: A Child of Fire | Official Trailer | Netflix,184,18086030,科幻/奇幻 Sci-Fi/Fantasy,4,0.56,0.05
qEh_90RnlD8,THE TEARSMITH | Official Trailer | Netflix,106,1949742,劇情 Drama,1,1.13,0.03
UeKns-alAN0,A Part of You | Official Trailer | Netflix,134,695083,劇情 Drama,1,0.58,0.03
JcgaskJTL3Q,I am Ilary | Official Trailer | Netflix,115,71633,紀錄片 Documentary,6,1.12,0.14
6zwNrdvOMNU,Outer Banks: Season 4 | Official Trailer | Netflix,149,3015434,動作/冒險 Action/Adventure,3,2.59,0.08
rVdCp0rwK00,3 Body Problem Renewal,16,80328,科幻/奇幻 Sci-Fi/Fantasy,4,3.96,0.11
sB7LEqzXl_Y,Conversations with a Killer: The Jeffrey Dahmer Tapes | Official Trailer | Netflix,137,1920250,紀錄片 Documentary,6,1.26,0.07
NqgNFGkOjBE,Turning Point: 9/11 and the War on Terror | Official Trailer | Netflix,126,2616482,紀錄片 Documentary,6,1.28,0.1
9TbmxbckSjE,Sakamoto Days | Official Trailer | Netflix,108,560321,動畫 Animation,7,2.57,0.1
Vfugwq2uoa0,The Ritual | Official Trailer [HD] | Netflix,155,10287455,恐怖/驚悚 Horror/Thriller,5,0.79,0.04
ToffaBba02I,"With Love, Meghan | Sneak Peek | Bonding in the Kitchen with Roy Choi",86,184707,紀錄片 Documentary,6,1.08,6.17
WJyyJ7lexnM,How It Ends | Official Trailer [HD] | Netflix,159,13115476,動作/冒險 Action/Adventure,3,0.68,0.05
M0O7lLe4SmA,Cuties | Official Trailer | Netflix,94,19770121,劇情 Drama,1,0.5,1.01
G20m5NTAVAE,City Hunter | Official Trailer | Netflix,128,1201443,動作/冒險 Action/Adventure,3,1.57,0.09
70e5RjgkHjU,Kill Boksoon | Final Trailer | Netflix,97,1125569,動作/冒險 Action/Adventure,3,1.07,0.03
M8PsZki6NGU,Altered Carbon | Teaser [HD] | Netflix,83,4064316,科幻/奇幻 Sci-Fi/Fantasy,4,1.12,0.05
pqBbHO-1_g8,Cobra Kai: Season 6 Part 3 Sneak Peek | Netflix,105,1204473,動作/冒險 Action/Adventure,3,2.17,0.12
49_44FFKZ1M,Alice in Borderland | Official Trailer | Netflix,139,10509869,動作/冒險 Action/Adventure,3,1.67,0.11
gBwRga4b1Os,Bridgerton Season 3 | Part 2 Official Trailer | Netflix,139,5032895,劇情 Drama,1,2.22,0.1
6KMmZc49lXE,The Empress: Season 2 | Official Trailer | Netflix,142,501495,劇情 Drama,1,1.15,0.07
aYC2zCdcKW0,The Residence | Official Trailer | Netflix,145,153464,恐怖/驚悚 Horror/Thriller,5,1.98,0.11
rvJP7sAhXk4,The Glory Part 2 | Official Trailer | Netflix,118,2237367,劇情 Drama,1,1.74,0.08
Jyx3gFL8QFw,Bandidos | Official Trailer | Netflix,117,707553,動作/冒險 Action/Adventure,3,0.66,0.02
1ifgEQCevYc,Alice in Borderland: Season 2 | Official Trailer | Netflix,148,3326907,動作/冒險 Action/Adventure,3,3.15,0.17
FRoEjAlhmsw,Heartstopper: Season 3 | Official Trailer | Netflix,164,2602450,劇情 Drama,1,5.86,0.22
Q3YgWMxaq8o,Gyeongseong Creature | Official Trailer | Netflix,131,1292690,恐怖/驚悚 Horror/Thriller,5,1.28,0.05
4P50UQeIL4o,Timothée Chalamet: Award Acceptance Speech | The 31st Annual SAG Awards,141,1135502,紀錄片 Documentary,6,1.6,0.17
HoYVdbvgRF0,Tim Dillon: This Is Your Country | Official Trailer | Netflix,94,598462,喜劇 Comedy,2,3.72,0.37
yhbWaJaYDiY,Zom 100: Bucket List of the Dead | Official Trailer | Netflix,121,1326391,喜劇 Comedy,2,2.11,0.11
2uRW0HpAhls,Ransom Canyon | Official Teaser | Netflix,63,210700,劇情 Drama,1,0.96,0.06
